score,genuine
5.648965630713742581e-02,0.000000000000000000e+00
6.638745586407482913e-01,1.000000000000000000e+00
1.251679052797524498e-02,0.000000000000000000e+00
3.412193914149174168e-01,1.000000000000000000e+00
1.995725053806860771e-01,1.000000000000000000e+00
8.320021083598412581e-02,0.000000000000000000e+00
2.222643338323893915e-03,0.000000000000000000e+00
7.029967606563175542e-01,1.000000000000000000e+00
3.188117431914315181e-01,1.000000000000000000e+00
-1.286269186823323640e-01,0.000000000000000000e+00
6.091486818870476272e-01,1.000000000000000000e+00
8.255024713764567146e-01,1.000000000000000000e+00
1.498166946794271814e-01,0.000000000000000000e+00
6.585359330661831878e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-8.527977050218320254e-02,0.000000000000000000e+00
-7.908372864373175784e-03,0.000000000000000000e+00
3.761740290920195240e-01,1.000000000000000000e+00
-1.364183206463710218e-01,0.000000000000000000e+00
7.185939680083272552e-02,0.000000000000000000e+00
1.563780482415041417e-01,0.000000000000000000e+00
1.289823468012393781e-01,0.000000000000000000e+00
1.306795400566915233e-01,0.000000000000000000e+00
-6.167622965677660440e-02,0.000000000000000000e+00
4.963849778268953350e-01,1.000000000000000000e+00
3.469585393953294322e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.593119229218681321e-01,1.000000000000000000e+00
4.427732263748463404e-01,1.000000000000000000e+00
3.921624348880459882e-02,0.000000000000000000e+00
2.972723323872477480e-02,0.000000000000000000e+00
9.911229824083066242e-02,0.000000000000000000e+00
1.837055858361427360e-02,0.000000000000000000e+00
2.568875192983779976e-01,1.000000000000000000e+00
5.183562186923841297e-01,1.000000000000000000e+00
3.498643810871335854e-03,0.000000000000000000e+00
-1.182332716520755750e-01,0.000000000000000000e+00
3.655678233712467695e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
5.151929509603643265e-01,1.000000000000000000e+00
-1.475635458447681347e-02,0.000000000000000000e+00
3.494555724439516453e-01,1.000000000000000000e+00
-4.802288980096668103e-02,0.000000000000000000e+00
5.325696134846688024e-01,1.000000000000000000e+00
5.437826850368415732e-01,1.000000000000000000e+00
6.460450041773330154e-01,1.000000000000000000e+00
8.829922392567974843e-01,1.000000000000000000e+00
2.437292922528666583e-01,1.000000000000000000e+00
3.131486821536082904e-02,0.000000000000000000e+00
4.863988289771037921e-01,1.000000000000000000e+00
6.470720917764339886e-01,1.000000000000000000e+00
5.671880524896263931e-02,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
7.742012852678735457e-02,0.000000000000000000e+00
2.976867736450554691e-01,1.000000000000000000e+00
6.292976416285626096e-01,1.000000000000000000e+00
5.690206863280656835e-01,1.000000000000000000e+00
3.501449872342637382e-01,1.000000000000000000e+00
9.293871938635299701e-01,1.000000000000000000e+00
3.759305669481287637e-01,1.000000000000000000e+00
3.259317356675006661e-02,0.000000000000000000e+00
-1.821357696932066755e-02,0.000000000000000000e+00
2.199371565949160418e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
2.941591180905129416e-02,0.000000000000000000e+00
5.073975858409872641e-01,1.000000000000000000e+00
3.940815542191885013e-01,1.000000000000000000e+00
9.787728178243754185e-02,0.000000000000000000e+00
1.199073489759634459e-01,0.000000000000000000e+00
-5.949617598015652375e-02,0.000000000000000000e+00
-5.087023554447111379e-02,0.000000000000000000e+00
2.812758599569671614e-02,0.000000000000000000e+00
9.013205031941144002e-03,0.000000000000000000e+00
1.197670757471067243e-01,0.000000000000000000e+00
1.776632834819793366e-02,0.000000000000000000e+00
6.182448732758577536e-01,1.000000000000000000e+00
