score,genuine
7.950041685421131710e-02,0.000000000000000000e+00
5.953773679367745375e-01,1.000000000000000000e+00
-2.166389231783096697e-02,0.000000000000000000e+00
3.060132125249130919e-01,1.000000000000000000e+00
2.439235796557492619e-01,1.000000000000000000e+00
7.585976443589988183e-02,0.000000000000000000e+00
-3.682314955363970299e-02,0.000000000000000000e+00
6.897959763003533862e-01,1.000000000000000000e+00
3.094027003156467059e-01,1.000000000000000000e+00
-5.486933215815032600e-02,0.000000000000000000e+00
5.375511486650113024e-01,1.000000000000000000e+00
8.466235204818362003e-01,1.000000000000000000e+00
1.684446821173910813e-01,0.000000000000000000e+00
6.498820745520272890e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-1.149280137238064270e-01,0.000000000000000000e+00
-3.047823301020759212e-02,0.000000000000000000e+00
4.744150432846833132e-01,1.000000000000000000e+00
-1.169034247751675332e-01,0.000000000000000000e+00
7.023316739727594737e-02,0.000000000000000000e+00
9.349597043011452502e-02,0.000000000000000000e+00
1.800581061055539500e-01,0.000000000000000000e+00
1.185030482589015666e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
4.916075074435552472e-01,1.000000000000000000e+00
-9.133862990552535366e-03,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.570359884082080715e-01,1.000000000000000000e+00
4.937335492670384962e-01,1.000000000000000000e+00
-4.530970790287634081e-02,0.000000000000000000e+00
1.570013499653375930e-02,0.000000000000000000e+00
5.185903839590558922e-02,0.000000000000000000e+00
-2.000943916134360467e-03,0.000000000000000000e+00
2.463150677598226757e-01,1.000000000000000000e+00
5.540580601025352214e-01,1.000000000000000000e+00
3.263516313151302445e-02,0.000000000000000000e+00
-4.970892411423390861e-02,0.000000000000000000e+00
4.358852210036647246e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
5.324713207241348334e-01,1.000000000000000000e+00
-2.611569927140544589e-02,0.000000000000000000e+00
3.139397672711171094e-01,1.000000000000000000e+00
-1.068207716502447141e-01,0.000000000000000000e+00
5.716824143487639898e-01,1.000000000000000000e+00
5.507185977597192084e-01,1.000000000000000000e+00
6.311346576848176904e-01,1.000000000000000000e+00
7.545652582721024126e-01,1.000000000000000000e+00
2.098796278118145453e-01,1.000000000000000000e+00
6.015910530560526076e-02,0.000000000000000000e+00
3.767446028037443329e-01,1.000000000000000000e+00
5.908315103177554928e-01,1.000000000000000000e+00
3.527835600820868750e-02,1.000000000000000000e+00
6.427461932799911626e-01,1.000000000000000000e+00
9.253032660550614130e-02,0.000000000000000000e+00
2.723649073921600716e-01,1.000000000000000000e+00
6.302442017307355870e-01,1.000000000000000000e+00
5.542278830505965592e-01,1.000000000000000000e+00
4.641478574417853276e-01,1.000000000000000000e+00
9.189743801493412967e-01,1.000000000000000000e+00
3.716707146554734109e-01,1.000000000000000000e+00
5.006949671635120558e-02,0.000000000000000000e+00
3.311834406397378555e-02,0.000000000000000000e+00
-1.058483287486088227e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
7.259373550949606638e-03,0.000000000000000000e+00
5.441224463865649286e-01,1.000000000000000000e+00
2.959676224538533296e-01,1.000000000000000000e+00
9.573331272883639498e-02,0.000000000000000000e+00
7.442919555843204027e-02,0.000000000000000000e+00
-9.250311179390788285e-02,0.000000000000000000e+00
-7.844179528840490231e-03,0.000000000000000000e+00
-2.250401144057266600e-02,0.000000000000000000e+00
-5.750727051979762777e-02,0.000000000000000000e+00
1.296246239263321998e-01,0.000000000000000000e+00
-1.999976923487007188e-02,0.000000000000000000e+00
6.211122912093265391e-01,1.000000000000000000e+00
