score,genuine
7.701446356426433493e-02,0.000000000000000000e+00
6.871344763922938581e-01,1.000000000000000000e+00
-4.698259319018228963e-02,0.000000000000000000e+00
2.931202761596919393e-01,1.000000000000000000e+00
2.226472377126112456e-01,1.000000000000000000e+00
9.707340663165581196e-02,0.000000000000000000e+00
-8.506757967222305927e-02,0.000000000000000000e+00
7.017399920290861015e-01,1.000000000000000000e+00
3.100692762748359366e-01,1.000000000000000000e+00
-6.682071131595632152e-02,0.000000000000000000e+00
5.902769920115189528e-01,1.000000000000000000e+00
8.606790794424159508e-01,1.000000000000000000e+00
1.610239989333278887e-01,0.000000000000000000e+00
6.354812197621545478e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
-8.343625097870246976e-02,0.000000000000000000e+00
-3.033357574568228826e-02,0.000000000000000000e+00
4.258776944375701756e-01,1.000000000000000000e+00
-1.541551671434721327e-01,0.000000000000000000e+00
6.984049219240627548e-02,0.000000000000000000e+00
9.743643129622146792e-02,0.000000000000000000e+00
1.278355927622026877e-01,0.000000000000000000e+00
1.055940395187947300e-01,0.000000000000000000e+00
-1.903594686638843125e-02,0.000000000000000000e+00
4.616509914966017147e-01,1.000000000000000000e+00
3.840779584984560513e-02,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
7.275368845088120429e-01,1.000000000000000000e+00
4.804455730412391379e-01,1.000000000000000000e+00
3.928311399310133872e-02,0.000000000000000000e+00
5.927652270690405255e-03,0.000000000000000000e+00
7.059589251448630809e-02,0.000000000000000000e+00
-6.196742790014505946e-03,0.000000000000000000e+00
2.780863893135213649e-01,1.000000000000000000e+00
5.282512343428462653e-01,1.000000000000000000e+00
2.849614507677033712e-02,0.000000000000000000e+00
-2.037548434946693382e-02,0.000000000000000000e+00
4.120175944389363187e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
5.502139954313992609e-01,1.000000000000000000e+00
-4.312114764282931612e-02,0.000000000000000000e+00
3.231514747989658320e-01,1.000000000000000000e+00
-4.750132185394412287e-02,0.000000000000000000e+00
6.009812338799351839e-01,1.000000000000000000e+00
5.778880185473846964e-01,1.000000000000000000e+00
6.486664940867190587e-01,1.000000000000000000e+00
8.474163028546575216e-01,1.000000000000000000e+00
2.315752454411940109e-01,1.000000000000000000e+00
6.665512154629359143e-02,0.000000000000000000e+00
4.810603807122138531e-01,1.000000000000000000e+00
6.631537881252620448e-01,1.000000000000000000e+00
3.429811083803374627e-02,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
7.156703916446553737e-02,0.000000000000000000e+00
3.071267374622114743e-01,1.000000000000000000e+00
6.379379421604940426e-01,1.000000000000000000e+00
5.750183397273557206e-01,1.000000000000000000e+00
4.472081629792310498e-01,1.000000000000000000e+00
9.306301680144507538e-01,1.000000000000000000e+00
4.197289758883532840e-01,1.000000000000000000e+00
3.026952024801332630e-02,0.000000000000000000e+00
2.685201365179232941e-02,0.000000000000000000e+00
6.467642511547437231e-03,0.000000000000000000e+00
-1.089794197581083444e-02,0.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
4.650004390791575432e-02,0.000000000000000000e+00
5.411590594028297119e-01,1.000000000000000000e+00
3.723234609879360058e-01,1.000000000000000000e+00
9.863027254819720091e-02,0.000000000000000000e+00
1.342491515827756166e-01,0.000000000000000000e+00
-4.761075783510715365e-02,0.000000000000000000e+00
-6.032868634787731665e-02,0.000000000000000000e+00
-3.659487464619854552e-02,0.000000000000000000e+00
-4.687396337244496836e-02,0.000000000000000000e+00
1.422973858994489860e-01,0.000000000000000000e+00
-4.671546591588944010e-03,0.000000000000000000e+00
6.322716335614766425e-01,1.000000000000000000e+00
-3.953531429909880324e-02,0.000000000000000000e+00
6.581717233262421307e-02,0.000000000000000000e+00
5.107566918153415569e-01,1.000000000000000000e+00
4.644822543082098854e-01,1.000000000000000000e+00
-4.898355525588741349e-02,0.000000000000000000e+00
5.949645762782311831e-01,1.000000000000000000e+00
-7.103427046536595069e-02,0.000000000000000000e+00
4.177826651600191066e-01,1.000000000000000000e+00
5.058068960383460544e-01,1.000000000000000000e+00
1.993187002009429946e-03,0.000000000000000000e+00
5.301999721702359974e-02,0.000000000000000000e+00
-2.816500986830850622e-02,0.000000000000000000e+00
1.488739158037881705e-01,0.000000000000000000e+00
1.306850142381086877e-01,0.000000000000000000e+00
1.132387014938921049e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
5.749159555582014636e-02,0.000000000000000000e+00
1.970812610686327807e-02,0.000000000000000000e+00
5.244668732047794713e-01,1.000000000000000000e+00
0.000000000000000000e+00,1.000000000000000000e+00
7.111713568922287121e-02,0.000000000000000000e+00
6.905106263325758720e-01,1.000000000000000000e+00
6.433072304484376280e-01,1.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00
6.016916468306275911e-01,1.000000000000000000e+00
-1.374975392329399332e-02,0.000000000000000000e+00
-1.397713456428532619e-01,0.000000000000000000e+00
7.751969759421343253e-01,1.000000000000000000e+00
2.263555267038415142e-01,0.000000000000000000e+00
5.842271338192063235e-01,1.000000000000000000e+00
1.598444624964092675e-01,0.000000000000000000e+00
4.499123962318806735e-01,1.000000000000000000e+00
2.793180529694240244e-01,1.000000000000000000e+00
6.511546395439755941e-02,0.000000000000000000e+00
1.930040105536848585e-02,0.000000000000000000e+00
8.614237392429960772e-05,1.000000000000000000e+00
2.438623747115709062e-01,0.000000000000000000e+00
4.984767760041302481e-02,0.000000000000000000e+00
1.931797131475719298e-01,1.000000000000000000e+00
3.116869987332718805e-01,1.000000000000000000e+00
5.205890797651147039e-01,1.000000000000000000e+00
3.223274708124229671e-01,1.000000000000000000e+00
3.869391424977437488e-01,1.000000000000000000e+00
3.232897990211178185e-01,1.000000000000000000e+00
-8.850232913941839807e-02,0.000000000000000000e+00
7.425604159860750286e-01,1.000000000000000000e+00
